Linux 6.12.88-119.157.amzn2023.x86_64 (ip-192-168-45-226.us-west-2.compute.internal) 	06/04/26 	_x86_64_	(128 CPU)

02:12:02      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:12:25       26    316935   76.00   24.00    0.00    0.00  100.00   114  barman-cloud-ba
02:12:25       26    316990    1.00    2.00    0.00    0.00    3.00    81  barman-cloud-ba
02:12:25       26    316991    3.00    0.00    0.00    0.00    3.00    53  barman-cloud-ba
02:12:25       26    316996    2.00    0.00    0.00    0.00    2.00    37  barman-cloud-ba
02:12:25       26    317001    3.00    0.00    0.00    0.00    3.00     4  barman-cloud-ba
02:12:25       26    317005    3.00    0.00    0.00    0.00    3.00    10  barman-cloud-ba
02:12:25       26    317014    1.00    2.00    0.00    0.00    3.00    30  barman-cloud-ba

02:12:25      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:12:26        0     10676    1.00    0.00    0.00    0.00    1.00    47  containerd
02:12:26        0     10742    0.00    1.00    0.00    0.00    1.00    84  kubelet
02:12:26        0    316852    0.00    4.00    0.00    0.00    4.00    50  pidstat
02:12:26       26    316935   74.00   26.00    0.00    0.00  100.00   114  barman-cloud-ba
02:12:26       26    316976    1.00    0.00    0.00    0.00    1.00     2  barman-cloud-ba
02:12:26       26    316991    3.00    0.00    0.00    0.00    3.00    53  barman-cloud-ba
02:12:26       26    316993    3.00    0.00    0.00    0.00    3.00    59  barman-cloud-ba
02:12:26       26    316996    3.00    1.00    0.00    0.00    4.00    37  barman-cloud-ba
02:12:26       26    317001    3.00    0.00    0.00    0.00    3.00     4  barman-cloud-ba
02:12:26       26    317010    2.00    1.00    0.00    0.00    3.00    68  barman-cloud-ba
02:12:26       26    317014    0.00    2.00    0.00    0.00    2.00    30  barman-cloud-ba

02:12:26      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:12:27        0      2116    0.00    1.00    0.00    0.00    1.00    33  kworker/33:1-events
02:12:27        0     10676    1.00    0.00    0.00    0.00    1.00    47  containerd
02:12:27        0     10742    2.00    1.00    0.00    0.00    3.00    84  kubelet
02:12:27    65532     13838    1.00    0.00    0.00    0.00    1.00    89  coredns
02:12:27     1000     18234    1.00    0.00    0.00    0.00    1.00    93  metrics-server
